Store,Category,Item,Sale Price,Original or Current Price,URL
best-buy,Computer Accessories >> Monitors,"HP 31.5"" IPS LED FHD Monitor",$149.99 ,$299.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-315-IPS-LED-FHD-Monitor/530035
best-buy,Computer Accessories >> Monitors,"HP Pavilion 32"" LED QHD Monitor",$209.99 ,$379.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Pavilion-32-LED-QHD-Monitor/530038
best-buy,Computer Accessories >> Monitors,"Samsung 28"" LED 4K UHD Monitor",$229.99 ,$369.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Samsung-28-LED-4K-UHD-Monitor/530042
best-buy,Computer Accessories >> Mouse,Logitech M310 & M325 Mice (Select),$9.99 ,,https://www.bfads.net/Item/Best-Buy-Black-Friday-Logitech-M310-M325-Mice-Select/530055
best-buy,Computer Accessories >> Networking,Eero AC Dual-Band Mesh Wi-Fi System (3-pk.),$174.99 ,$249.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Eero-AC-DualBand-Mesh-WiFi-System-3pk/530599
best-buy,Computer Accessories >> Networking,Eero Mesh Wi-Fi Systems (Select),Save 30%,,https://www.bfads.net/Item/Best-Buy-Black-Friday-Eero-Mesh-WiFi-Systems-Select/530590
best-buy,Computer Accessories >> Networking,Eero Pro Mesh 2nd Gen. WiFi System,$349.30 ,$499.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Eero-Pro-Mesh-2nd-Gen-WiFi-System/530603
best-buy,Computer Accessories >> Networking,Google Nest Wifi AC2200 Dual-Band Mesh Wi-Fi System (3-pk.),$289.00 ,$349.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Google-Nest-Wifi-AC2200-DualBand-Mesh-WiFi-System-3pk/530592
best-buy,Computer Accessories >> Networking,IOGEAR Wireless Video/Audio Extender,$24.99 ,$44.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-IOGEAR-Wireless-VideoAudio-Extender/530011
best-buy,Computer Accessories >> Networking,Linksys AC1900 Dual-Band Wi-Fi 5 Router,$99.99 ,$179.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Linksys-AC1900-DualBand-WiFi-5-Router/530582
best-buy,Computer Accessories >> Networking,Linksys Velop Tri-Band Mesh Wi-Fi 2-pk. System (White),$199.99 ,$297.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Linksys-Velop-TriBand-Mesh-WiFi-2pk-System-White/530584
best-buy,Computer Accessories >> Networking,Linksys Velop Tri-Band Mesh Wi-Fi System (3-pk.),$279.99 ,$479.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Linksys-Velop-TriBand-Mesh-WiFi-System-3pk/530587
best-buy,Computer Accessories >> Networking,Netgear Nighthawk AC2600 Dual-Band Wi-Fi Router,$89.99 ,$189.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Netgear-Nighthawk-AC2600-DualBand-WiFi-Router/530579
best-buy,Computer Accessories >> Networking,Netgear Orbi AC1200 Dual-Band Mesh Wi-Fi System (4-pk.),$249.99 ,$299.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Netgear-Orbi-AC1200-DualBand-Mesh-WiFi-System-4pk/530581
best-buy,Computer Accessories >> Printers,Brother HL-L2370DW Wireless Black & White Printer (Gray),$89.99 ,$129.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Brother-HLL2370DW-Wireless-Black-White-Printer-Gray/530075
best-buy,Computer Accessories >> Printers,Canon PIXMA TR8520 Wireless All-In-One Printer (Black),$69.99 ,$89.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Canon-PIXMA-TR8520-Wireless-AllInOne-Printer-Black/530065
best-buy,Computer Accessories >> Printers,Canon imageCLASS MF642Cdw Wireless Color All-In-One Printer (White),$169.99 ,$349.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Canon-imageCLASS-MF642Cdw-Wireless-Color-AllInOne-Printer-White/530085
best-buy,Computer Accessories >> Printers,Epson EcoTank ET-2720 Wireless All-In-One Printer (White),$149.99 ,$199.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Epson-EcoTank-ET2720-Wireless-AllInOne-Printer-White/530070
best-buy,Computer Accessories >> Printers,HP DeskJet 2680 Wireless All-In-One Printer w/ $10 of Instant Ink,$19.99 ,$23.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-DeskJet-2680-Wireless-AllInOne-Printer-w-10-of-Instant-Ink/530077
best-buy,Computer Accessories >> Printers,HP ENVY Photo 7155 Wireless All-In-One Instant Ink Ready Printer (Black),$79.99 ,$179.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-ENVY-Photo-7155-Wireless-AllInOne-Instant-Ink-Ready-Printer-Black/530068
best-buy,Computer Accessories >> Printers,HP Envy 5014 Wireless All-In-One Printer w/ $10 of Instant Ink,$29.99 ,$119.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Envy-5014-Wireless-AllInOne-Printer-w-10-of-Instant-Ink/529849
best-buy,Computer Accessories >> Printers,HP Envy 5014 Wireless All-In-One Printer w/ $10 of Instant Ink,$29.99 ,$119.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Envy-5014-Wireless-AllInOne-Printer-w-10-of-Instant-Ink/530079
best-buy,Computer Accessories >> Printers,HP LaserJet Pro MFP M281fdw Color Wireless All-In-One Printer (White),$279.99 ,$428.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-LaserJet-Pro-MFP-M281fdw-Color-Wireless-AllInOne-Printer-White/530082
best-buy,Computer Accessories >> Printers,HP LaserJet Pro MFP M29W Wireless Black & White All-In-One Printer (White),$99.99 ,$138.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-LaserJet-Pro-MFP-M29W-Wireless-Black-White-AllInOne-Printer-White/530076
best-buy,Computer Accessories >> Printers,HP OfficeJet 3830 Wireless All-In-One Instant Ink Ready Printer,$39.99 ,$59.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-OfficeJet-3830-Wireless-AllInOne-Instant-Ink-Ready-Printer/530081
best-buy,Computer Accessories >> Printers,HP OfficeJet Pro 6978 Wireless All-In-One Instant Ink Ready Printer (Black),$69.99 ,$89.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-OfficeJet-Pro-6978-Wireless-AllInOne-Instant-Ink-Ready-Printer-Black/530064
best-buy,Computer Accessories >> Software,AVG Software,Save Up To $75.00,,https://www.bfads.net/Item/Best-Buy-Black-Friday-AVG-Software/530084
best-buy,Computer Accessories >> Software,Adobe Elements 2020 Software,Save Up To $60.00,,https://www.bfads.net/Item/Best-Buy-Black-Friday-Adobe-Elements-2020-Software/530069
best-buy,Computer Accessories >> Software,Security Software w/ Qualifying Device Purchase (1-Year),$19.99 ,,https://www.bfads.net/Item/Best-Buy-Black-Friday-1Year-Security-Software-w-Qualifying-Device/530067
best-buy,Computer Accessories,Corsair Pro Wired Gaming Bundle w/ RGB Back Lighting,$89.99 ,$159.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-CORSAIR-Pro-Wired-Gaming-Bundle-w-RGB-Back-Lighting/530535
best-buy,Computer Accessories,HyperDrive Hubs (Select),$40.00 Off,,https://www.bfads.net/Item/Best-Buy-Black-Friday-HyperDrive-Hubs-Select/530131
best-buy,Computer Accessories,HyperX Gaming Accessories,Save Up To 40%,,https://www.bfads.net/Item/Best-Buy-Black-Friday-HyperX-Gaming-Accessories/530536
best-buy,Computer Accessories,Incase Designs Cases,50% OFF,,https://www.bfads.net/Item/Best-Buy-Black-Friday-Incase-Designs-Cases/530226
best-buy,Computer Accessories,Logitech Accessories (Select),Up To $50 Off,,https://www.bfads.net/Item/Best-Buy-Black-Friday-Logitech-Accessories-Select/530049
best-buy,Computer Accessories,Solo Urban Laptop Briefcase (Black/Orange),$9.99 ,$29.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Solo-Urban-Laptop-Briefcase-BlackOrange/530215
best-buy,Computer Accessories,Targus City Laptop Backpack (Black),$9.99 ,$32.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Targus-City-Laptop-Backpack-Black/530221
best-buy,Computer Components >> Graphic Cards,MSI GeForce GTX 1650 Gaming X 4GB GDDR5 PCI Express 3.0 Graphics Card,$154.99 ,$199.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-MSI-GeForce-GTX-1650-Gaming-X-4GB-GDDR5-PCI-Express-30-Graphics-Card-Black/530565
best-buy,Computer Components >> Graphic Cards,XFX AMD Radeon RX 580 GTS Black Edition 8GB GDDR5 PCI Express 3.0 Graphics Card,$169.99 ,$219.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-XFX-AMD-Radeon-RX-580-GTS-Black-Edition-8GB-GDDR5-PCI-Express-30-Graphics-Card-Black/530570
best-buy,Computer Components >> Hard Drives,Samsung 860 EVO 1TB Internal SATA SSD,$109.99 ,$139.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Samsung-860-EVO-1TB-Internal-SATA-Solid-State-Drive/530436
best-buy,Computer Components >> Hard Drives,Samsung 860 EVO 1TB Internal SATA SSD,$139.99 ,,https://www.bfads.net/Item/Best-Buy-Black-Friday-Samsung-860-EVO-1TB-Internal-SATA-SSD/530061
best-buy,Computer Components >> Hard Drives,Samsung T5 1TB External USB C Portable SSD (Rose Gold),$139.99 ,$199.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Samsung-T5-1TB-External-USB-C-Portable-SSD-Rose-Gold/530060
best-buy,Computer Components >> Hard Drives,SanDisk Ultra 2TB Internal SSD,$179.99 ,$249.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-SanDisk-Ultra-2TB-Internal-SSD/530051
best-buy,Computer Components >> Hard Drives,SanDisk Ultra 512GB SSD,$54.99 ,$69.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-SanDisk-Ultra-512GB-SSD/530047
best-buy,Computer Components >> Hard Drives,Seagate 8TB External USB Xbox One Hard Drive,$159.99 ,,https://www.bfads.net/Item/Best-Buy-Black-Friday-Seagate-8TB-External-USB-Xbox-One-Hard-Drive/530054
best-buy,Computer Components >> Hard Drives,WD Easystore 12TB External USB Hard Drive,$179.99 ,$279.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-WD-Easystore-12TB-External-USB-Hard-Drive/530043
best-buy,Computer Components >> Hard Drives,WD Easystore 5TB External USB Hard Drive,$89.99 ,$109.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-WD-Easystore-5TB-External-USB-Hard-Drive/529850
best-buy,Computer Components >> Processors,Intel Core i7-9700K Octa-Core 3.6 GHz Desktop Processor,$299.99 ,$359.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Intel-Core-i79700K-OctaCore-36-GHz-Desktop-Processor/530550
best-buy,Computer Components,McAfee Anitvirus Software,Save Up To $70.00,,https://www.bfads.net/Item/Best-Buy-Black-Friday-McAfee-Anitvirus-Software/530074
best-buy,Computer Components,Office Home & Student 2019 (Product Key Card),$149.99 ,,https://www.bfads.net/Item/Best-Buy-Black-Friday-Office-Home-Student-2019-Product-Key-Card/530063
best-buy,Computer Components,PC Components,Save Up To 30%,,https://www.bfads.net/Item/Best-Buy-Black-Friday-PC-Components/530561
best-buy,Computer Components,QuickBooks 2020 Software,Save Up To $200,,https://www.bfads.net/Item/Best-Buy-Black-Friday-QuickBooks-2020-Software/530078
best-buy,Computers >> Desktops,"Apple 21.5"" iMac w/ Retina 4K Display, Intel Core i3, 3.6GHz, 8GB Memory, 1TB Hard Drive (MRT32LL/A) + FREE 3-Months Apple Music & Security Software","$1,099.99 ","$1,299.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-Apple-215-iMac-w-Retina-4K-Display-Intel-Core-i3-36GHz-8GB-Memory-1TB-Hard-Drive-MRT32LLA-FREE-3Months-Apple-Music-Security-Software/530253
best-buy,Computers >> Desktops,"Apple 27"" iMac w/ Retina 5K display, Intel Core i5, 3.0GHz, 8GB Memory, 1TB Fusion Drive (MRQY2LL/A) + FREE 3-Months Apple Music & Security Software","$1,599.99 ","$1,799.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-Apple-27-iMac-w-Retina-5K-display-Intel-Core-i5-30GHz-8GB-Memory-1TB-Fusion-Drive-MRQY2LLA-FREE-3Months-Apple-Music-Security-Software/530258
best-buy,Computers >> Desktops,"CyberPowerPC Gamer Master Gaming Desktop w/ AMD Ryzen 3 2300X, 8GB Memory, 1TB HDD & 240GB SSD, Win10 (GMA4000BST)+ Free 3-month Xbox Game Pass",$479.99 ,$599.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-CyberPowerPC-Gamer-Master-Gaming-Desktop-w-AMD-Ryzen-3-2300X-8GB-Memory-1TB-HDD-240GB-SSD-Win10-GMA4000BST-Free-3month-Xbox-Game-Pass/530497
best-buy,Computers >> Desktops,"CyberPowerPC Gamer Supreme Luiquid Cool Gaming Desktop w/ AMD Ryzen 7, 16GB RAM, 2TB HDD + 240GB SSD, Win10 (SLC7200BST) + FREE 3-Month Xbox Game Pass & Windows Digital Game Bundle","$1,049.99 ","$1,299.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-CyberPowerPC-Gamer-Supreme-Luiquid-Cool-Gaming-Desktop-w-AMD-Ryzen-7-16GB-RAM-2TB-HDD-240GB-SSD-Win10-SLC7200BST-FREE-3Month-Xbox-Game-Pass-Windows-Digital-Game-Bundle/530519
best-buy,Computers >> Desktops,"CyberPowerPC Gaming Desktop w/ AMD Ryzen 5, 8GB RAM, 2TB HDD + 240GB SSD, Win10 (GMA4200BST)",$599.99 ,$749.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-CyberPowerPC-Gaming-Desktop-w-AMD-Ryzen-5-8GB-RAM-2TB-HDD-240GB-SSD-Win10-GMA4200BST/530531
best-buy,Computers >> Desktops,"HP Omen Obelisk Desktop w/ Intel Core i7-9700, 16GB RAM, 1TB Hard Drive + 256GB SSD, Win10 (875-0034)",$899.99 ,"$1,249.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Omen-Obelisk-Desktop-w-Intel-Core-i79700-16GB-RAM-1TB-Hard-Drive-256GB-SSD-Win10-8750034/530513
best-buy,Computers >> Desktops,"HP Pavilion 23.8"" Touch-Screen All-In-One Desktop w/ Intel Core i5, 12GB RAM, 256GB SSD, Win10 (4NM47AA) + FREE Security Software",$699.99 ,$999.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Pavilion-238-TouchScreen-AllInOne-Desktop-w-Intel-Core-i5-12GB-RAM-256GB-SSD-Win10-4NM47AA-FREE-Security-Software/530036
best-buy,Computers >> Desktops,"HP Pavilion 27"" Touch-Screen All-In-One Desktop w/ Intel Core i7, 12GB Memory, 256GB SSD, Win10 (27-XA0014)",$999.99 ,"$1,379.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Pavilion-27-TouchScreen-AllInOne-Desktop-w-Intel-Core-i7-12GB-Memory-256GB-SSD-Win10-27XA0014/530053
best-buy,Computers >> Desktops,"HP Pavilion Desktop w/ Intel Core i7, 8GB Memory, 256GB SSD, Win10 (TP01-0034) + FREE Security Software",$499.99 ,$799.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Pavilion-Desktop-w-Intel-Core-i7-8GB-Memory-256GB-SSD-Win10-TP010034-FREE-Security-Software/530057
best-buy,Computers >> Desktops,"Lenovo A540-24API 23.8"" Touch-Screen All-In-One Desktop w/ AMD Ryzen 3, 8GB RAM, 256GB SSD, Win10 (F0EM0003US) + FREE Security Software",$529.99 ,$729.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Lenovo-A54024API-238-TouchScreen-AllInOne-Desktop-w-AMD-Ryzen-3-8GB-RAM-256GB-SSD-Win10-F0EM0003US-FREE-Security-Software/530041
best-buy,Computers >> Desktops,"iBuypower Gaming Desktop w/ Intel Core i5, 8GB RAM, 1TB Hard Drive + 240GB SSD, Win10 (BB971)",$649.99 ,$849.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-iBuypower-Gaming-Desktop-w-Intel-Core-i5-8GB-RAM-1TB-Hard-Drive-240GB-SSD-Win10-BB971/530523
best-buy,Computers >> Desktops,"iBuypower Gaming Desktop w/ Intel Core i7, 16GB RAM, 1TB HDD + 480GB SSD, Win10 (BB973)","$1,499.99 ","$1,799.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-iBuypower-Gaming-Desktop-w-Intel-Core-i7-16GB-RAM-1TB-HDD-480GB-SSD-Win10-BB973/530521
best-buy,Computers >> Desktops,iMac (Select),$200.00 Off,,https://www.bfads.net/Item/Best-Buy-Black-Friday-iMac-Select/529819
best-buy,Computers >> Laptops,"ASUS 15.6"" Laptop w/ Intel Core i5, 8GB RAM, 512GB SSD, Win10 (FX505GT-BI5N7) + FREE Security Software",$579.99 ,$849.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-ASUS-156-Laptop-w-Intel-Core-i5-8GB-RAM-512GB-SSD-Win10-FX505GTBI5N7-FREE-Security-Software/530487
best-buy,Computers >> Laptops,"ASUS 17.3"" Laptop w/ Intel Core i7, 16GB RAM, 512GB SSD, Win10 (G731GU-BI7N9) + FREE Security Software",$899.99 ,"$1,399.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-ASUS-173-Laptop-w-Intel-Core-i7-16GB-RAM-512GB-SSD-Win10-G731GUBI7N9-FREE-Security-Software/530492
best-buy,Computers >> Laptops,"Acer Spin 11 11.6"" 2-in-1 Touch-Screen Chromebook w/ Intel Celeron, 4GB Memory, 32GB eMMC Flash Memory, Win10 (NX.GPZAA.001)",$219.99 ,$329.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Acer-Spin-11-116-2in1-TouchScreen-Chromebook-w-Intel-Celeron-4GB-Memory-32GB-eMMC-Flash-Memory-Win10-NXGPZAA001/530023
best-buy,Computers >> Laptops,"Dell 17.3"" Gaming Laptop w/ Intel Core i7, 16GB RAM, 1TB Hard Drive + 256GB SSD, Win10 (G7790-7152GRY-PUS) + FREE Call of Duty: Modern Warefare PC Download & Security Software","$1,099.99 ","$1,499.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-Dell-173-Gaming-Laptop-w-Intel-Core-i7-16GB-RAM-1TB-Hard-Drive-256GB-SSD-Win10-G77907152GRYPUS-FREE-Call-of-Duty-Modern-Warefare-PC-Download-Security-Software/530498
best-buy,Computers >> Laptops,"Dell Inspiron 14"" 2-in-1 Touch-Screen Chromebook w/ Intel Core i3, 4GB Memory, 128GB eMMC Flash Memory, Win10 (C7486-3250GRY-PUS)",$449.00 ,$549.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Dell-Inspiron-14-2in1-TouchScreen-Chromebook-w-Intel-Core-i3-4GB-Memory-128GB-eMMC-Flash-Memory-Win10-C74863250GRYPUS/530030
best-buy,Computers >> Laptops,"Dell Inspiron 15.6"" Laptop w/ Intel Core i5, 8GB RAM, 256GB SSD, Win10 (BBY-W1J46FX) + FREE Security Software",$349.99 ,$599.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Dell-Inspiron-156-Laptop-w-Intel-Core-i5-8GB-RAM-256GB-SSD-Win10-BBYW1J46FX-FREE-Security-Software/529829
best-buy,Computers >> Laptops,"Dell Inspiron 15.6"" Touch Screen Laptop, Intel Core i5, 8GB RAM, 256GB SSD, Win10 (BBY-W1J46FX) + FREE Security Software",$349.99 ,$599.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Dell-Inspiron-156-Touch-Screen-Laptop-Intel-Core-i5-8GB-RAM-256GB-SSD-Win10-BBYW1J46FX-FREE-Security-Software/530029
best-buy,Computers >> Laptops,"Dell Inspiron 15.6"" Touch-Screen Laptop w/ Intel Core i3, 8GB RAM, 128GB SSD, Win10 (i3583-3756BLK-PUS) + FREE Security Software",$279.99 ,$449.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Dell-Inspiron-156-TouchScreen-Laptop-w-Intel-Core-i3-8GB-RAM-128GB-SSD-Win10-i35833756BLKPUS-FREE-Security-Software/529828
best-buy,Computers >> Laptops,"Dell Inspiron 15.6"" Touch-Screen Laptop w/ Intel Core i3, 8GB RAM, 128GB SSD, Win10 (i3583-3756BLK-PUS) + FREE Security Software",$279.99 ,$449.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Dell-Inspiron-156-TouchScreen-Laptop-w-Intel-Core-i3-8GB-RAM-128GB-SSD-Win10-i35833756BLKPUS-FREE-Security-Software/530027
best-buy,Computers >> Laptops,"HP 14"" Laptop w/ AMD A9, 4GB RAM, 128GB SSD, Win10 (14-DK0002DX)",$299.99 ,$239.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-14-Laptop-w-AMD-A9-4GB-RAM-128GB-SSD-Win10-14DK0002DX/529861
best-buy,Computers >> Laptops,"HP 15.6"" Gaming Laptop w/ AMD Ryzen 5, 8GB RAM, 256GB SSD, Win10 (15-EC0013DX) + FREE Security Software",$449.99 ,$649.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-156-Gaming-Laptop-w-AMD-Ryzen-5-8GB-RAM-256GB-SSD-Win10-15EC0013DX-FREE-Security-Software/530488
best-buy,Computers >> Laptops,"HP 17.3"" Laptop w/ Intel Core i5, 8GB Memory, 256GB SSD, Win10 (17-BY1053DX) + FREE Security Software",$399.99 ,$579.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-173-Laptop-w-Intel-Core-i5-8GB-Memory-256GB-SSD-Win10-17BY1053DX-FREE-Security-Software/530032
best-buy,Computers >> Laptops,"HP 17.3"" Laptop w/ Intel Core i5, 8GB RAM, 256GB SSD, Win10 (17-BY1053DX) + FREE Security Software",$399.99 ,$579.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-173-Laptop-w-Intel-Core-i5-8GB-RAM-256GB-SSD-Win10-17BY1053DX-FREE-Security-Software/530040
best-buy,Computers >> Laptops,"HP 2-in-1 14"" Touch-Screen Chromebook w/ Intel Core i3, 8GB Memory, 64GB eMMC Flash Memory, Win10 (14-DA0012DX)",$349.00 ,$599.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-2in1-14-TouchScreen-Chromebook-w-Intel-Core-i3-8GB-Memory-64GB-eMMC-Flash-Memory-Win10-14DA0012DX/530028
best-buy,Computers >> Laptops,"HP ENVY x360 2-in-1 15.6"" Touch-Screen Laptop w/ Intel Core i7, 12GB Memory, 512GB SSD + 32GB Optane, Win10 (15M-DR1012DX) + FREE Security Software",$749.99 ,$999.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-ENVY-x360-2in1-156-TouchScreen-Laptop-w-Intel-Core-i7-12GB-Memory-512GB-SSD-32GB-Optane-Win10-15MDR1012DX-FREE-Security-Software/530009
best-buy,Computers >> Laptops,"HP Pavilion x360 11.6"" Touch-Screen Laptop w/ Intel Pentium, 4GB RAM, 128GB SSD, Win10 (11M-AP0013DX) + FREE Security Software",$279.99 ,$299.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Pavilion-x360-116-TouchScreen-Laptop-w-Intel-Pentium-4GB-RAM-128GB-SSD-Win10-11MAP0013DX-FREE-Security-Software/530037
best-buy,Computers >> Laptops,"HP Pavilion x360 2-in-1 14"" Touch-Screen Laptop w/ Intel Core i5, 8GB Memory, 256GB SSD + 16GB Optane, Win10 (14M-DH1003DX) + FREE Security Software",$499.99 ,$699.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Pavilion-x360-2in1-14-TouchScreen-Laptop-w-Intel-Core-i5-8GB-Memory-256GB-SSD-16GB-Optane-Win10-14MDH1003DX-FREE-Security-Software/530014
best-buy,Computers >> Laptops,"HP Spectre x360 2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop w/ Intel Core i7, 16GB Memory, 512GB SSD + 32GB Optane, Win10 (15-DF1033DX) + FREE Security Software","$1,099.99 ","$1,599.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-HP-Spectre-x360-2in1-156-4K-Ultra-HD-TouchScreen-Laptop-w-Intel-Core-i7-16GB-Memory-512GB-SSD-32GB-Optane-Win10-15DF1033DX-FREE-Security-Software/530006
best-buy,Computers >> Laptops,"Lenovo 11.6"" 2-in-1 Touch-Screen Chromebook w/ 4GB Memory, 32GB eMMC Flash Memory, Win10 (81HY0001US)",$179.00 ,$279.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Lenovo-116-2in1-TouchScreen-Chromebook-w-4GB-Memory-32GB-eMMC-Flash-Memory-Win10-81HY0001US/530020
best-buy,Computers >> Laptops,"Lenovo IdeaPad 1 14"" Laptop w/ AMD A6-Series, 4GB RAM, 64GB eMMC Flash Memory, Office 365 Personal 12-Month Subscription, Win10 (81VS0001US) + FREE Security Software",$129.99 ,$229.99 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Lenovo-IdeaPad-1-14-Laptop-w-AMD-A6Series-4GB-RAM-64GB-eMMC-Flash-Memory-Office-365-Personal-12Month-Subscription-Win10-81VS0001US-FREE-Security-Software/529841
best-buy,Computers >> Laptops,"MSI 15.6"" Laptop w/ Intel Core i7, 32GB Memory, 512GB SSD, Win10 (GS65 STEALTH-478) + FREE Call of Duty: Modern Warfare PC Download & Security Software","$1,399.99 ","$1,899.99 ",https://www.bfads.net/Item/Best-Buy-Black-Friday-MSI-156-Laptop-w-Intel-Core-i7-32GB-Memory-512GB-SSD-Win10-GS65-STEALTH478-FREE-Call-of-Duty-Modern-Warfare-PC-Download-Security-Software/530503
best-buy,Computers >> Laptops,"Microsoft Surface Pro 7 12.3"" Latop w/ Intel Core i3, 4GB RAM, 128GB SSD (QWT-00001)",$599.00 ,$649.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Microsoft-Surface-Pro-7-123-Latop-w-Intel-Core-i3-4GB-RAM-128GB-SSD/529827
best-buy,Computers >> Laptops,"Samsung 11.6"" Chromebook w/ Intel Atom x5, 2GB Memory, 16GB eMMC Flash Memory. Win10 (XE501C13-S01US)",$89.00 ,$189.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Samsung-116-Chromebook-w-Intel-Atom-x5-2GB-Memory-16GB-eMMC-Flash-Memory-Win10-XE501C13S01US/530017
best-buy,Computers >> Laptops,"Samsung 11.6"" Chromebook w/ Intel Atom x5, 2GB RAM, 16GB eMMC Hard Drive, Win10 (XE501C13-S01US)",$89.00 ,$189.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Samsung-116-Chromebook-w-Intel-Atom-x5-2GB-RAM-16GB-eMMC-Hard-Drive-Win10-XE501C13S01US/529824
best-buy,Computers >> Laptops,"Samsung 11.6"" Chromebook w/ Intel Atom x5, 4GB Memory, 32GB eMMC Flash Memory (Night Charcoal)",$119.00 ,$219.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Samsung-116-Chromebook-w-Intel-Atom-x5-4GB-Memory-32GB-eMMC-Flash-Memory-Night-Charcoal/530441
best-buy,Computers >> Laptops,"Samsung 11.6"" Chromebook w/ Intel Atom x5, 4GB Memory, 32GB eMMC Flash Memory, Win10 (XE501C13-S02US)",$119.00 ,$219.00 ,https://www.bfads.net/Item/Best-Buy-Black-Friday-Samsung-116-Chromebook-w-Intel-Atom-x5-4GB-Memory-32GB-eMMC-Flash-Memory-Win10-XE501C13S02US/530018
